Age,Location,Gender,Income
65,Urban,Male,66854
51,Urban,Male,192172
27,Urban,Male,1067401
52,Suburban,Female,75144
28,Urban,Female,65430
28,Urban,Male,2640146
38,Urban,Female,33114
38,Urban,Female,65392
39,Urban,Female,471833
62,Urban,Female,43601
24,Suburban,Female,671867
34,Urban,Male,66368
19,Urban,Male,881400
29,Urban,Female,157279
59,Suburban,Male,145530
35,Urban,Male,68820
28,Urban,Female,426204
33,Urban,Male,71880
66,Urban,Male,68304
68,Urban,Male,427456
35,Urban,Female,104430
52,Urban,Male,1157812
70,Suburban,Male,1277738
43,Urban,Female,65232
33,Urban,Female,69244
23,Urban,Female,69958
61,Urban,Male,7570077
60,Urban,Male,760919
64,Suburban,Male,1543835
64,Urban,Female,73428
65,Suburban,Female,306580
59,Urban,Female,970843
29,Suburban,Male,66421
30,Urban,Female,66198
21,Urban,Female,72370
56,Urban,Male,65068
19,Urban,Female,1183366
43,Urban,Female,67274
44,Urban,Female,1034032
44,Rural,Male,620572
32,Suburban,Female,149554
25,Suburban,Female,67862
24,Urban,Male,73848
64,Suburban,Male,61858
63,Urban,Male,841639
57,Urban,Female,68634
29,Urban,Female,69460
30,Urban,Male,1996607
60,Urban,Female,66670
34,Urban,Female,66550
34,Urban,Male,2191829
53,Suburban,Female,72652
38,Rural,Female,413554
25,Urban,Female,73182
22,Urban,Female,66032
43,Suburban,Male,71388
33,Urban,Female,4960168
53,Rural,Female,101047
45,Suburban,Male,100544
46,Urban,Female,74610
64,Urban,Male,5672297
29,Rural,Female,72266
54,Rural,Female,231308
47,Urban,Male,74562
40,Urban,Male,122036
33,Urban,Male,65510
31,Urban,Female,68228
27,Rural,Female,1287009
24,Suburban,Female,67728
62,Urban,Male,108635
69,Urban,Male,69572
54,Suburban,Male,65996
46,Urban,Female,70082
20,Urban,Male,594770
32,Urban,Male,891740
53,Urban,Female,66448
64,Suburban,Male,2347942
63,Suburban,Female,70888
69,Urban,Female,73550
36,Urban,Female,74752
30,Urban,Male,2782340
59,Urban,Male,75132
38,Suburban,Female,74434
54,Urban,Male,2009613
44,Rural,Female,4111958
69,Urban,Female,65554
46,Urban,Male,65348
37,Urban,Female,71140
42,Urban,Male,66646
23,Urban,Female,74604
53,Urban,Female,334956
19,Urban,Male,68454
39,Rural,Female,77782
49,Urban,Male,142224
33,Urban,Female,7810901
35,Urban,Male,5726352
22,Urban,Female,71076
53,Urban,Male,74152
47,Urban,Female,72222
62,Urban,Male,66388
36,Urban,Female,65526
40,Urban,Female,67402
51,Urban,Female,66344
30,Suburban,Male,642344
60,Suburban,Male,261399
46,Suburban,Male,637837
53,Urban,Female,776585
39,Rural,Male,5764401
69,Rural,Male,4609439
69,Suburban,Male,72674
64,Urban,Female,72706
53,Urban,Male,1384436
26,Suburban,Male,69260
56,Suburban,Female,72274
68,Urban,Female,137127
36,Urban,Male,4332067
55,Urban,Male,70244
23,Urban,Female,5029815
69,Suburban,Female,2250046
64,Urban,Male,72950
32,Urban,Male,70872
37,Suburban,Female,275641
26,Urban,Male,1574123
49,Urban,Male,72080
21,Suburban,Female,68188
67,Urban,Male,71612
35,Urban,Male,64966
22,Suburban,Female,67118
37,Suburban,Male,68976
40,Suburban,Male,73192
28,Urban,Male,3651322
54,Urban,Male,71308
39,Suburban,Female,315391
21,Urban,Female,69726
46,Urban,Male,388178
61,Urban,Male,44141
51,Urban,Male,74512
30,Urban,Female,6466675
59,Urban,Female,68594
26,Urban,Male,69462
59,Rural,Female,6966644
48,Urban,Male,69470
24,Urban,Female,74244
21,Urban,Female,75162
36,Urban,Male,68314
59,Rural,Male,68360
47,Suburban,Female,668710
48,Suburban,Female,67288
52,Suburban,Female,72956
38,Rural,Male,2595743
48,Urban,Male,72142
36,Urban,Female,119829
48,Urban,Male,73386
70,Urban,Female,65144
49,Urban,Female,72296
19,Urban,Male,69738
69,Urban,Female,72686
27,Urban,Male,66172
19,Urban,Male,65438
19,Urban,Female,307218
41,Suburban,Female,73996
34,Urban,Female,68906
49,Rural,Male,88813
33,Suburban,Female,73588
33,Urban,Female,96142
63,Urban,Male,49300
56,Urban,Female,68430
70,Suburban,Female,72694
48,Urban,Male,75386
60,Urban,Male,2691300
41,Urban,Male,392247
18,Urban,Male,570016
28,Rural,Female,73062
38,Urban,Male,481374
21,Urban,Male,7600539
24,Urban,Female,66078
43,Suburban,Male,69522
64,Suburban,Female,70714
67,Urban,Male,69658
29,Urban,Female,2074808
48,Urban,Female,70446
34,Urban,Male,72698
50,Rural,Female,66196
28,Urban,Female,65874
45,Urban,Female,66392
49,Urban,Male,67094
18,Urban,Female,70440
64,Urban,Male,68116
45,Urban,Female,68290
70,Urban,Male,1321814
59,Suburban,Female,71706
24,Urban,Male,67084
19,Urban,Female,71270
59,Urban,Male,69748
41,Urban,Male,65664
21,Urban,Female,65014
61,Urban,Male,68732
36,Urban,Male,70236
43,Urban,Female,74594
28,Urban,Male,73912
57,Urban,Female,316435
67,Suburban,Male,2532406
60,Urban,Female,69238
28,Urban,Female,73078
62,Urban,Female,37404
20,Urban,Female,71698
29,Suburban,Male,69838
20,Urban,Female,295660
59,Urban,Male,75144
44,Urban,Female,75290
66,Urban,Male,1358020
19,Urban,Female,65008
66,Urban,Female,296867
33,Urban,Female,65538
19,Urban,Female,71036
47,Rural,Male,72638
37,Urban,Male,65564
55,Urban,Male,69970
45,Urban,Female,6313873
42,Suburban,Female,72612
49,Urban,Male,69856
27,Suburban,Male,66378
59,Urban,Female,72272
57,Urban,Male,71774
50,Suburban,Female,212264
30,Suburban,Male,412635
58,Urban,Male,476841
59,Urban,Male,2713855
64,Urban,Male,70994
54,Urban,Male,1114070
33,Rural,Female,55106
62,Urban,Male,72190
39,Urban,Male,66774
37,Urban,Female,78337
67,Urban,Female,72068
60,Urban,Male,65220
44,Urban,Female,69864
58,Urban,Male,66342
33,Suburban,Female,68348
51,Urban,Male,75392
49,Urban,Male,75188
43,Urban,Female,74968
42,Urban,Male,73858
19,Urban,Male,69742
29,Rural,Female,65420
57,Suburban,Female,67482
26,Suburban,Male,1906146
29,Urban,Female,70066
43,Suburban,Female,69284
26,Urban,Female,70850
27,Urban,Female,75216
49,Urban,Female,74950
51,Urban,Male,71394
65,Urban,Female,433627
37,Urban,Female,70214
56,Urban,Male,104250
19,Urban,Female,71162
18,Urban,Male,74186
68,Rural,Female,2366868
53,Suburban,Female,66972
41,Urban,Male,711355
44,Urban,Female,71180
19,Urban,Female,7607197
48,Urban,Male,69530
31,Rural,Female,2692458
19,Urban,Male,65854
46,Suburban,Male,67464
32,Suburban,Female,67428
29,Urban,Male,74948
54,Rural,Female,53219
45,Urban,Male,66926
37,Urban,Female,73000
56,Suburban,Male,5604396
41,Urban,Male,69352
38,Urban,Male,65778
27,Urban,Female,75023
63,Suburban,Male,73490
31,Urban,Male,31820
54,Rural,Male,73546
35,Urban,Female,3167843
41,Urban,Male,65900
31,Urban,Male,70592
51,Urban,Female,398632
29,Urban,Male,66794
39,Suburban,Female,1450993
23,Urban,Male,72806
53,Suburban,Male,1106790
62,Urban,Female,1235979
53,Urban,Male,7558428
39,Urban,Female,137719
31,Urban,Male,66011
33,Urban,Female,126173
53,Urban,Female,242477
42,Suburban,Male,67272
49,Urban,Male,7137691
50,Urban,Male,434719
62,Suburban,Male,54689
53,Rural,Male,56428
37,Rural,Female,169718
35,Suburban,Male,69184
55,Urban,Male,73564
20,Rural,Female,3741834
40,Suburban,Male,1422880
49,Rural,Male,74126
62,Urban,Male,65418
33,Rural,Female,66272
22,Urban,Female,189397
21,Urban,Male,69056
38,Urban,Female,66478
57,Suburban,Male,68868
68,Urban,Male,70764
31,Rural,Female,5127835
56,Urban,Male,51432
48,Urban,Female,328269
31,Urban,Female,5495355
23,Urban,Female,72912
29,Urban,Female,300331
33,Urban,Male,71490
34,Urban,Male,66742
62,Urban,Female,85350
40,Urban,Female,67962
31,Suburban,Male,5153715
24,Urban,Male,71988
63,Urban,Female,69154
49,Urban,Female,65226
32,Suburban,Male,66140
61,Urban,Female,70032
34,Urban,Female,73944
58,Urban,Male,217456
64,Rural,Male,66324
61,Urban,Female,68150
51,Urban,Female,68752
22,Urban,Female,93164
62,Rural,Male,46544
44,Urban,Male,73752
69,Urban,Male,75312
40,Urban,Female,115741
57,Rural,Male,74490
31,Suburban,Male,215343
32,Urban,Male,5590250
60,Urban,Male,6331908
50,Urban,Male,251147
70,Urban,Male,67366
48,Urban,Female,65214
52,Suburban,Male,68110
34,Urban,Female,72516
45,Urban,Male,68904
36,Rural,Male,66984
63,Urban,Female,74950
40,Suburban,Female,103957
49,Urban,Female,65536
57,Rural,Female,73742
30,Suburban,Male,69514
37,Suburban,Male,71138
52,Urban,Female,67064
22,Urban,Female,65160
26,Rural,Male,70992
46,Urban,Female,71260
23,Suburban,Female,70234
42,Urban,Male,619782
48,Urban,Female,4003170
39,Urban,Female,69120
19,Urban,Male,66302
62,Rural,Male,65118
22,Suburban,Female,128788
44,Urban,Male,2111494
42,Suburban,Male,74410
25,Urban,Male,72590
18,Suburban,Male,1525107
37,Suburban,Male,70690
61,Urban,Male,72138
40,Urban,Female,282029
49,Urban,Male,67044
28,Rural,Male,69584
56,Urban,Male,74852
64,Suburban,Male,68808
41,Suburban,Female,64988
28,Urban,Female,67588
46,Suburban,Male,781245
43,Urban,Male,66982
33,Urban,Female,196515
52,Suburban,Male,179974
37,Urban,Female,1612918
63,Urban,Male,71626
20,Urban,Male,66228
18,Urban,Female,1768980
70,Rural,Female,635521
64,Rural,Female,796898
18,Urban,Female,70160
34,Urban,Female,6052889
19,Suburban,Male,65910
46,Urban,Male,65188
37,Urban,Male,67986
23,Suburban,Male,71522
25,Suburban,Male,71758
46,Urban,Male,72250
65,Suburban,Female,751747
68,Urban,Female,120993
50,Urban,Female,4634689
20,Urban,Female,73102
52,Urban,Male,70390
22,Urban,Male,69358
44,Suburban,Female,119973
61,Rural,Female,66982
29,Urban,Female,65154
37,Rural,Male,164775
62,Urban,Female,211933
37,Urban,Female,3197543
26,Urban,Male,67316
56,Urban,Male,67512
21,Urban,Male,68448
68,Rural,Male,4000119
36,Urban,Male,69870
55,Urban,Male,72246
44,Suburban,Male,73594
62,Urban,Male,2627592
60,Urban,Male,7923225
30,Urban,Female,70092
30,Urban,Male,224878
39,Suburban,Male,70144
45,Urban,Female,67808
69,Urban,Female,69672
64,Urban,Female,9914893
70,Urban,Female,38611
62,Urban,Female,378672
39,Urban,Male,66942
60,Urban,Male,69348
36,Urban,Male,71062
25,Urban,Male,226488
69,Rural,Female,60126
25,Rural,Male,68268
59,Urban,Male,8336241
43,Urban,Male,68072
65,Urban,Female,65660
68,Urban,Male,70552
43,Urban,Female,74696
40,Urban,Male,75432
60,Suburban,Female,6578778
30,Urban,Female,73492
45,Rural,Female,68592
26,Urban,Male,3323217
37,Urban,Male,65920
36,Rural,Male,3533802
65,Urban,Female,538520
56,Rural,Female,138520
68,Urban,Female,72742
29,Rural,Female,41246
32,Rural,Female,70852
48,Urban,Male,65564
31,Suburban,Female,704550
28,Urban,Female,69900
43,Urban,Male,71142
59,Urban,Female,67122
44,Urban,Female,68804
28,Urban,Female,83551
55,Urban,Male,1231130
51,Suburban,Female,216449
60,Urban,Male,48034
36,Rural,Male,72524
23,Urban,Male,1929374
63,Urban,Female,68326
69,Suburban,Male,67768
55,Suburban,Male,72546
66,Suburban,Female,1159910
59,Urban,Female,3958929
45,Urban,Female,66670
18,Urban,Male,67328
52,Urban,Female,65026
57,Urban,Female,3763947
25,Urban,Female,127291
69,Urban,Female,74132
64,Suburban,Female,43025
24,Suburban,Female,72052
28,Urban,Male,8181292
56,Urban,Female,71790
21,Urban,Female,71904
42,Urban,Female,8636657
29,Suburban,Male,2804376
43,Urban,Male,1750926
55,Suburban,Female,3407100
63,Urban,Male,66224
29,Rural,Female,6074713
60,Urban,Female,35604
68,Suburban,Female,69218
70,Urban,Male,316823
54,Urban,Female,71088
63,Urban,Male,70614
70,Urban,Male,65468
41,Urban,Female,71704
33,Rural,Male,4079072
30,Urban,Male,67116
42,Urban,Female,95750
69,Suburban,Female,1941755
21,Urban,Female,67332
28,Urban,Female,32845
49,Rural,Female,72206
66,Urban,Male,71316
24,Urban,Male,2676881
63,Suburban,Male,71990
28,Urban,Female,46863
45,Suburban,Female,66638
58,Urban,Male,40036
40,Urban,Female,177371
62,Urban,Female,72654
40,Rural,Female,65002
67,Suburban,Male,4649856
45,Urban,Male,33338
60,Urban,Female,1126188
64,Urban,Female,72276
43,Urban,Female,67202
42,Suburban,Male,1401223
46,Rural,Female,64936
36,Suburban,Female,44078
50,Urban,Male,1210424
53,Urban,Female,4902680
31,Urban,Male,65192
31,Urban,Male,66478
52,Urban,Male,36324
47,Suburban,Male,73504
45,Urban,Male,71112
34,Urban,Male,5359881
20,Urban,Male,75156
33,Rural,Male,66412
63,Suburban,Male,65800
47,Urban,Female,65268
69,Suburban,Female,8660517
46,Urban,Male,74520
62,Urban,Female,67282
32,Urban,Female,1703834
63,Urban,Male,1603797
42,Urban,Male,69486
68,Urban,Male,73202
55,Urban,Male,516181
59,Urban,Female,70110
64,Urban,Male,75374
70,Suburban,Male,72364
69,Urban,Male,71240
55,Urban,Male,73506
40,Urban,Male,74224
42,Urban,Female,65720
59,Urban,Male,4988959
24,Urban,Female,67936
39,Urban,Male,68860
34,Suburban,Female,69778
35,Urban,Female,2813665
66,Suburban,Male,74508
58,Suburban,Female,79699
27,Urban,Female,81022
27,Urban,Male,134648
24,Urban,Female,284542
65,Urban,Male,559344
67,Urban,Male,7958010
55,Urban,Male,73660
44,Urban,Male,71254
69,Urban,Male,66706
50,Urban,Male,440709
18,Urban,Female,66566
61,Urban,Male,74374
70,Suburban,Female,73700
51,Urban,Female,74176
21,Urban,Female,72432
34,Urban,Male,5537564
21,Urban,Male,48146
60,Urban,Female,95151
43,Urban,Female,155878
21,Suburban,Male,62495
18,Urban,Male,67678
24,Urban,Male,8714661
47,Urban,Female,70634
67,Urban,Male,72026
26,Urban,Female,75354
52,Urban,Female,36649
25,Urban,Male,73468
41,Urban,Female,6032912
36,Urban,Male,4482422
53,Urban,Female,74378
67,Suburban,Female,73976
69,Suburban,Male,71458
60,Urban,Male,99219
44,Urban,Male,68546
49,Urban,Female,66598
31,Rural,Male,64994
35,Urban,Female,69858
45,Urban,Female,66718
46,Urban,Male,66378
33,Urban,Male,67256
52,Urban,Female,66784
64,Urban,Male,67358
48,Urban,Female,3289868
21,Rural,Male,31989
54,Rural,Female,65720
34,Suburban,Female,2454803
56,Urban,Female,749191
65,Suburban,Male,72446
63,Suburban,Male,431484
43,Rural,Male,42045
65,Urban,Male,341734
56,Urban,Female,68150
58,Urban,Female,66830
21,Rural,Female,9247992
47,Urban,Female,65442
47,Urban,Female,65978
39,Urban,Female,853434
28,Urban,Male,1623051
19,Rural,Female,44625
61,Urban,Male,44286
29,Urban,Male,555988
47,Rural,Male,73572
53,Urban,Male,2996254
35,Suburban,Male,72328
43,Urban,Male,68244
70,Urban,Male,70096
24,Urban,Female,69090
18,Urban,Male,49663
43,Urban,Female,7393887
40,Rural,Female,58813
43,Urban,Male,75266
62,Urban,Female,69364
23,Suburban,Female,58468
23,Urban,Female,71928
61,Urban,Female,55167
25,Urban,Female,597392
41,Urban,Male,792603
39,Urban,Male,71934
36,Rural,Male,137940
54,Urban,Male,74624
35,Urban,Female,4255192
48,Urban,Female,71108
54,Urban,Male,68310
47,Suburban,Male,536311
59,Urban,Male,70590
50,Suburban,Female,66584
27,Urban,Female,90083
54,Urban,Male,8811041
29,Suburban,Female,73678
47,Urban,Female,72834
44,Urban,Female,229711
56,Suburban,Male,100996
26,Urban,Female,65246
38,Urban,Male,68012
29,Urban,Male,69746
46,Suburban,Male,73462
50,Urban,Female,66812
60,Rural,Male,31956
70,Urban,Male,1432577
32,Suburban,Female,66218
19,Urban,Male,302333
69,Urban,Male,4995199
56,Urban,Female,676939
70,Urban,Female,66412
61,Urban,Female,73562
35,Urban,Female,73270
20,Suburban,Male,258982
24,Urban,Female,130658
60,Rural,Male,3460663
35,Urban,Female,67776
61,Urban,Female,100248
55,Suburban,Male,33945
54,Rural,Female,1930018
50,Urban,Female,69342
61,Urban,Female,6411171
48,Urban,Male,74612
28,Urban,Male,5445959
21,Suburban,Male,66736
35,Urban,Male,66904
21,Urban,Male,68826
66,Urban,Female,58780
51,Urban,Male,806633
46,Urban,Male,65350
41,Suburban,Male,68754
39,Urban,Female,70310
19,Urban,Male,778429
61,Suburban,Female,67180
23,Urban,Male,177265
59,Suburban,Female,69448
42,Urban,Female,69840
38,Urban,Female,3762190
33,Urban,Female,74966
48,Rural,Female,72117
31,Rural,Female,582379
56,Urban,Male,68958
45,Urban,Male,72992
49,Urban,Male,74222
45,Urban,Male,73596
68,Suburban,Male,72890
66,Urban,Male,70516
26,Urban,Male,65200
62,Urban,Male,404041
39,Urban,Female,1119071
49,Suburban,Female,53431
22,Urban,Female,57087
40,Urban,Male,306939
22,Urban,Female,72956
59,Urban,Male,65992
70,Urban,Female,2709594
49,Rural,Male,100785
27,Urban,Male,163207
56,Urban,Female,78481
32,Suburban,Female,70242
24,Urban,Male,160893
46,Urban,Male,966185
64,Urban,Female,70384
20,Urban,Male,73772
36,Urban,Male,990385
27,Urban,Female,71010
45,Urban,Female,4684104
46,Urban,Male,73002
32,Urban,Male,3041157
52,Urban,Male,4066289
23,Urban,Male,70694
29,Rural,Female,646258
64,Rural,Female,2740267
55,Urban,Male,75456
30,Suburban,Male,71176
46,Urban,Female,71462
36,Suburban,Male,69342
20,Urban,Male,2086910
25,Urban,Male,68592
25,Suburban,Female,3101205
37,Suburban,Female,9468910
64,Urban,Female,68132
21,Suburban,Male,64918
68,Urban,Female,49908
38,Urban,Male,68890
20,Urban,Male,71512
62,Urban,Male,75326
25,Suburban,Female,70478
40,Rural,Female,8580771
33,Urban,Male,138046
30,Urban,Male,116276
20,Suburban,Male,66894
65,Urban,Female,41204
26,Urban,Male,8108102
31,Urban,Male,228543
30,Urban,Female,134097
70,Suburban,Female,5513290
24,Urban,Female,73576
32,Urban,Male,5322682
24,Suburban,Female,65514
55,Urban,Female,71792
51,Urban,Female,1031720
58,Urban,Male,1716914
39,Urban,Male,75140
41,Suburban,Female,71210
66,Urban,Male,130108
54,Suburban,Male,74620
61,Urban,Male,65702
18,Urban,Female,75048
27,Urban,Female,69312
60,Suburban,Male,65410
33,Urban,Male,69144
63,Urban,Female,73180
25,Urban,Female,118286
66,Urban,Male,72458
42,Urban,Male,73568
67,Urban,Female,9653848
29,Suburban,Male,430866
42,Rural,Male,71700
34,Urban,Female,72498
43,Urban,Male,5008504
63,Urban,Male,2998435
65,Urban,Female,69254
31,Urban,Female,69498
58,Urban,Male,68214
53,Suburban,Male,68156
40,Urban,Male,72716
60,Urban,Male,73938
23,Rural,Male,1855524
64,Rural,Male,240098
22,Urban,Female,45303
60,Urban,Male,718841
42,Urban,Male,68516
35,Urban,Female,287437
30,Rural,Male,77529
60,Suburban,Male,71884
31,Suburban,Male,65172
45,Urban,Male,68846
35,Urban,Female,38710
45,Urban,Male,77118
68,Urban,Male,72756
44,Urban,Female,68114
49,Urban,Male,70120
64,Urban,Female,3784053
26,Urban,Male,39937
57,Urban,Female,67692
49,Urban,Female,236058
37,Urban,Male,2089501
45,Urban,Female,72572
50,Urban,Female,74408
21,Rural,Male,71922
63,Urban,Male,4225068
51,Suburban,Male,70898
65,Rural,Male,755658
20,Urban,Female,74040
43,Urban,Male,71450
25,Urban,Male,66142
23,Urban,Male,74504
33,Urban,Female,70568
41,Suburban,Male,66684
65,Urban,Female,71018
56,Rural,Male,35539
47,Suburban,Female,69838
62,Urban,Male,65196
30,Urban,Male,2767860
22,Urban,Female,71336
42,Urban,Male,347462
37,Urban,Female,68720
35,Suburban,Female,69458
64,Urban,Male,67184
35,Urban,Female,69942
19,Suburban,Male,72324
27,Urban,Female,3145523
62,Urban,Female,75380
67,Urban,Female,71032
64,Urban,Female,5276644
29,Suburban,Female,65992
64,Rural,Female,4988558
30,Urban,Female,1877596
67,Urban,Female,57976
64,Urban,Male,70112
28,Suburban,Female,68174
