"Age","Location","Gender","Income","Income_Category","EuclideanCluster","ManhattanCluster","CosineCluster"
43,"Urban","Female",70536,"$50,000 to $74,999",3,2,1
40,"Rural","Male",70122,"$50,000 to $74,999",1,3,1
66,"Suburban","Female",71002,"$50,000 to $74,999",2,4,3
55,"Urban","Female",70804,"$50,000 to $74,999",2,2,1
64,"Urban","Female",69202,"$50,000 to $74,999",2,2,1
47,"Urban","Male",72204,"$50,000 to $74,999",1,1,4
18,"Urban","Female",67796,"$50,000 to $74,999",3,2,2
62,"Suburban","Male",68658,"$50,000 to $74,999",1,4,3
49,"Urban","Female",68666,"$50,000 to $74,999",3,2,1
45,"Suburban","Female",68004,"$50,000 to $74,999",3,4,3
38,"Urban","Male",70958,"$50,000 to $74,999",1,1,4
63,"Urban","Female",69846,"$50,000 to $74,999",2,2,1
30,"Suburban","Male",67880,"$50,000 to $74,999",3,4,2
53,"Suburban","Female",65022,"$50,000 to $74,999",3,4,3
27,"Urban","Female",69076,"$50,000 to $74,999",3,2,2
56,"Urban","Male",72882,"$50,000 to $74,999",1,1,1
70,"Urban","Female",72054,"$50,000 to $74,999",2,2,1
32,"Suburban","Male",72738,"$50,000 to $74,999",3,4,2
21,"Suburban","Male",65244,"$50,000 to $74,999",3,4,2
49,"Urban","Male",66510,"$50,000 to $74,999",1,1,4
40,"Urban","Male",74738,"$50,000 to $74,999",1,1,4
23,"Urban","Female",71982,"$50,000 to $74,999",3,2,2
54,"Urban","Male",58712,"$50,000 to $74,999",4,2,3
37,"Urban","Male",72468,"$50,000 to $74,999",3,1,4
29,"Urban","Female",70450,"$50,000 to $74,999",3,2,2
45,"Urban","Female",68468,"$50,000 to $74,999",3,2,1
18,"Urban","Male",69980,"$50,000 to $74,999",3,1,4
54,"Suburban","Male",69428,"$50,000 to $74,999",1,4,3
38,"Urban","Male",68906,"$50,000 to $74,999",3,1,4
49,"Urban","Female",71542,"$50,000 to $74,999",3,2,1
52,"Suburban","Female",71076,"$50,000 to $74,999",2,4,3
32,"Urban","Male",68666,"$50,000 to $74,999",3,1,4
22,"Urban","Male",73712,"$50,000 to $74,999",3,1,4
67,"Rural","Male",60459,"$50,000 to $74,999",4,2,3
42,"Suburban","Female",71870,"$50,000 to $74,999",3,4,2
63,"Suburban","Female",66872,"$50,000 to $74,999",2,4,3
57,"Urban","Male",72020,"$50,000 to $74,999",1,1,1
46,"Rural","Female",72525,"$50,000 to $74,999",2,3,1
57,"Urban","Female",74246,"$50,000 to $74,999",2,2,1
30,"Urban","Male",68608,"$50,000 to $74,999",3,1,4
55,"Urban","Male",74454,"$50,000 to $74,999",1,1,1
25,"Urban","Male",74322,"$50,000 to $74,999",3,1,4
28,"Urban","Female",67422,"$50,000 to $74,999",3,2,2
50,"Rural","Female",73328,"$50,000 to $74,999",2,3,1
44,"Urban","Female",74038,"$50,000 to $74,999",3,2,1
37,"Urban","Male",71324,"$50,000 to $74,999",1,1,4
60,"Urban","Male",66274,"$50,000 to $74,999",1,1,3
48,"Urban","Female",74800,"$50,000 to $74,999",2,2,1
44,"Urban","Female",67468,"$50,000 to $74,999",3,2,2
27,"Urban","Male",73020,"$50,000 to $74,999",3,1,4
20,"Rural","Female",74416,"$50,000 to $74,999",3,3,2
44,"Urban","Female",67996,"$50,000 to $74,999",3,2,1
52,"Urban","Male",68002,"$50,000 to $74,999",1,1,1
48,"Urban","Male",74706,"$50,000 to $74,999",1,1,4
32,"Urban","Female",71922,"$50,000 to $74,999",3,2,2
33,"Urban","Female",70386,"$50,000 to $74,999",3,2,2
30,"Suburban","Female",60406,"$50,000 to $74,999",4,2,3
52,"Urban","Female",74626,"$50,000 to $74,999",2,2,1
69,"Rural","Male",74400,"$50,000 to $74,999",1,3,1
28,"Urban","Male",74634,"$50,000 to $74,999",3,1,4
68,"Urban","Male",67076,"$50,000 to $74,999",1,1,3
28,"Urban","Male",70830,"$50,000 to $74,999",3,1,4
47,"Urban","Male",69636,"$50,000 to $74,999",1,1,1
70,"Rural","Male",72282,"$50,000 to $74,999",1,3,1
52,"Urban","Female",71824,"$50,000 to $74,999",2,2,1
55,"Urban","Male",70014,"$50,000 to $74,999",1,1,1
67,"Suburban","Male",70874,"$50,000 to $74,999",1,4,3
49,"Urban","Female",70330,"$50,000 to $74,999",3,2,1
53,"Urban","Male",70010,"$50,000 to $74,999",1,1,1
49,"Urban","Female",70868,"$50,000 to $74,999",3,2,1
32,"Urban","Male",69166,"$50,000 to $74,999",3,1,4
20,"Urban","Male",73566,"$50,000 to $74,999",3,1,4
33,"Urban","Male",74758,"$50,000 to $74,999",3,1,4
22,"Urban","Female",72224,"$50,000 to $74,999",3,2,2
38,"Urban","Male",65108,"$50,000 to $74,999",3,1,4
27,"Urban","Male",65558,"$50,000 to $74,999",3,1,4
42,"Urban","Male",67742,"$50,000 to $74,999",3,1,4
60,"Urban","Female",67974,"$50,000 to $74,999",2,2,1
19,"Suburban","Male",69242,"$50,000 to $74,999",3,4,2
27,"Urban","Male",70856,"$50,000 to $74,999",3,1,4
28,"Urban","Male",71970,"$50,000 to $74,999",3,1,4
51,"Urban","Male",71942,"$50,000 to $74,999",1,1,1
45,"Urban","Male",72448,"$50,000 to $74,999",1,1,4
22,"Urban","Male",66422,"$50,000 to $74,999",3,1,4
22,"Urban","Female",67304,"$50,000 to $74,999",3,2,2
38,"Urban","Male",68346,"$50,000 to $74,999",3,1,4
66,"Rural","Female",68022,"$50,000 to $74,999",1,3,3
59,"Suburban","Male",67434,"$50,000 to $74,999",1,4,3
37,"Urban","Female",67484,"$50,000 to $74,999",3,2,2
55,"Urban","Male",71844,"$50,000 to $74,999",1,1,1
28,"Urban","Male",74912,"$50,000 to $74,999",3,1,4
49,"Rural","Male",74472,"$50,000 to $74,999",1,3,1
28,"Rural","Female",69938,"$50,000 to $74,999",3,3,2
44,"Urban","Male",67224,"$50,000 to $74,999",1,1,4
40,"Urban","Male",69426,"$50,000 to $74,999",3,1,4
38,"Urban","Female",73314,"$50,000 to $74,999",3,2,1
61,"Urban","Female",72800,"$50,000 to $74,999",2,2,1
22,"Suburban","Male",67348,"$50,000 to $74,999",3,4,2
40,"Suburban","Female",72898,"$50,000 to $74,999",3,4,2
42,"Suburban","Female",71398,"$50,000 to $74,999",3,4,2
27,"Urban","Female",68832,"$50,000 to $74,999",3,2,2
39,"Urban","Female",65134,"$50,000 to $74,999",3,2,2
32,"Rural","Female",71196,"$50,000 to $74,999",3,3,2
57,"Urban","Male",65004,"$50,000 to $74,999",1,1,3
29,"Urban","Female",70442,"$50,000 to $74,999",3,2,2
39,"Urban","Female",70314,"$50,000 to $74,999",3,2,2
39,"Urban","Male",73620,"$50,000 to $74,999",3,1,4
46,"Urban","Female",72920,"$50,000 to $74,999",2,2,1
63,"Urban","Male",64918,"$50,000 to $74,999",1,1,3
31,"Urban","Female",73710,"$50,000 to $74,999",3,2,2
67,"Suburban","Female",74598,"$50,000 to $74,999",2,4,1
37,"Urban","Female",68544,"$50,000 to $74,999",3,2,2
67,"Urban","Female",69612,"$50,000 to $74,999",2,2,1
65,"Urban","Female",68454,"$50,000 to $74,999",2,2,1
50,"Urban","Male",69572,"$50,000 to $74,999",1,1,1
32,"Urban","Female",73154,"$50,000 to $74,999",3,2,2
29,"Suburban","Male",73792,"$50,000 to $74,999",3,4,2
57,"Urban","Female",73268,"$50,000 to $74,999",2,2,1
55,"Urban","Male",74309,"$50,000 to $74,999",1,1,1
20,"Suburban","Female",73594,"$50,000 to $74,999",3,4,2
43,"Urban","Female",67160,"$50,000 to $74,999",3,2,2
30,"Suburban","Male",72028,"$50,000 to $74,999",3,4,2
19,"Urban","Male",74458,"$50,000 to $74,999",3,1,4
54,"Urban","Female",65950,"$50,000 to $74,999",2,2,1
43,"Suburban","Male",74916,"$50,000 to $74,999",3,4,1
28,"Suburban","Male",69088,"$50,000 to $74,999",3,4,2
25,"Suburban","Female",66810,"$50,000 to $74,999",3,4,2
39,"Urban","Male",66152,"$50,000 to $74,999",3,1,4
37,"Rural","Female",73320,"$50,000 to $74,999",2,3,2
46,"Urban","Female",73616,"$50,000 to $74,999",3,2,1
57,"Suburban","Female",71528,"$50,000 to $74,999",2,4,3
37,"Urban","Male",67716,"$50,000 to $74,999",3,1,4
69,"Suburban","Male",73552,"$50,000 to $74,999",1,4,1
65,"Urban","Male",72838,"$50,000 to $74,999",1,1,1
70,"Rural","Male",69418,"$50,000 to $74,999",1,3,3
41,"Urban","Female",68604,"$50,000 to $74,999",3,2,1
52,"Urban","Male",67142,"$50,000 to $74,999",1,1,3
68,"Urban","Male",66142,"$50,000 to $74,999",1,1,3
37,"Suburban","Female",73214,"$50,000 to $74,999",3,4,2
54,"Urban","Female",69294,"$50,000 to $74,999",3,2,1
34,"Urban","Male",67142,"$50,000 to $74,999",3,1,4
48,"Urban","Male",69122,"$50,000 to $74,999",1,1,1
25,"Urban","Male",71302,"$50,000 to $74,999",3,1,4
32,"Suburban","Female",72724,"$50,000 to $74,999",3,4,2
47,"Urban","Male",74818,"$50,000 to $74,999",1,1,4
37,"Urban","Female",74604,"$50,000 to $74,999",3,2,1
56,"Urban","Male",66700,"$50,000 to $74,999",1,1,3
70,"Rural","Female",65608,"$50,000 to $74,999",1,3,3
29,"Urban","Female",70700,"$50,000 to $74,999",3,2,2
66,"Urban","Male",71664,"$50,000 to $74,999",1,1,1
34,"Suburban","Male",67226,"$50,000 to $74,999",3,4,2
36,"Rural","Male",73398,"$50,000 to $74,999",1,3,2
28,"Urban","Male",71004,"$50,000 to $74,999",3,1,4
51,"Urban","Male",70814,"$50,000 to $74,999",1,1,1
67,"Urban","Female",74754,"$50,000 to $74,999",2,2,1
24,"Urban","Female",66780,"$50,000 to $74,999",3,2,2
61,"Urban","Male",72842,"$50,000 to $74,999",1,1,1
51,"Urban","Female",66568,"$50,000 to $74,999",3,2,1
37,"Suburban","Female",72916,"$50,000 to $74,999",3,4,2
67,"Urban","Male",68752,"$50,000 to $74,999",1,1,1
41,"Suburban","Male",64912,"$50,000 to $74,999",1,4,3
27,"Suburban","Male",73396,"$50,000 to $74,999",3,4,2
69,"Rural","Female",73720,"$50,000 to $74,999",2,3,1
32,"Urban","Female",55218,"$50,000 to $74,999",4,2,3
54,"Urban","Male",69492,"$50,000 to $74,999",1,1,1
37,"Urban","Female",67084,"$50,000 to $74,999",3,2,2
25,"Urban","Male",71210,"$50,000 to $74,999",3,1,4
57,"Urban","Female",66048,"$50,000 to $74,999",2,2,1
61,"Urban","Male",65258,"$50,000 to $74,999",1,1,3
57,"Urban","Female",74616,"$50,000 to $74,999",2,2,1
63,"Urban","Female",74868,"$50,000 to $74,999",2,2,1
46,"Suburban","Female",73380,"$50,000 to $74,999",2,4,1
47,"Urban","Female",66852,"$50,000 to $74,999",3,2,1
66,"Urban","Female",65212,"$50,000 to $74,999",2,2,1
53,"Urban","Female",72534,"$50,000 to $74,999",2,2,1
53,"Urban","Female",71834,"$50,000 to $74,999",2,2,1
54,"Urban","Female",69170,"$50,000 to $74,999",3,2,1
43,"Rural","Male",69530,"$50,000 to $74,999",1,3,1
21,"Urban","Female",71022,"$50,000 to $74,999",3,2,2
48,"Urban","Female",67218,"$50,000 to $74,999",3,2,1
35,"Urban","Female",69328,"$50,000 to $74,999",3,2,2
55,"Urban","Male",73106,"$50,000 to $74,999",1,1,1
41,"Urban","Male",74306,"$50,000 to $74,999",1,1,4
39,"Suburban","Female",74250,"$50,000 to $74,999",3,4,2
28,"Rural","Male",67472,"$50,000 to $74,999",3,3,2
45,"Urban","Male",70668,"$50,000 to $74,999",1,1,1
63,"Urban","Female",74624,"$50,000 to $74,999",2,2,1
49,"Urban","Male",74044,"$50,000 to $74,999",1,1,1
55,"Urban","Female",74260,"$50,000 to $74,999",2,2,1
27,"Urban","Female",71188,"$50,000 to $74,999",3,2,2
57,"Urban","Male",68620,"$50,000 to $74,999",1,1,1
41,"Urban","Female",70598,"$50,000 to $74,999",3,2,2
61,"Suburban","Male",72810,"$50,000 to $74,999",1,4,1
65,"Urban","Male",74314,"$50,000 to $74,999",1,1,1
48,"Suburban","Female",69544,"$50,000 to $74,999",2,4,2
59,"Rural","Female",68326,"$50,000 to $74,999",1,3,3
70,"Urban","Female",69228,"$50,000 to $74,999",2,2,1
26,"Urban","Male",73902,"$50,000 to $74,999",3,1,4
39,"Urban","Male",70612,"$50,000 to $74,999",1,1,4
65,"Urban","Male",74760,"$50,000 to $74,999",1,1,1
32,"Urban","Male",74228,"$50,000 to $74,999",3,1,4
32,"Urban","Male",67524,"$50,000 to $74,999",3,1,4
56,"Urban","Female",68560,"$50,000 to $74,999",3,2,1
30,"Urban","Male",69456,"$50,000 to $74,999",3,1,4
34,"Urban","Male",67508,"$50,000 to $74,999",3,1,4
49,"Urban","Male",73162,"$50,000 to $74,999",1,1,4
26,"Suburban","Male",68728,"$50,000 to $74,999",3,4,2
57,"Urban","Male",72484,"$50,000 to $74,999",1,1,1
37,"Urban","Female",74626,"$50,000 to $74,999",3,2,1
43,"Suburban","Female",67156,"$50,000 to $74,999",3,4,3
44,"Urban","Female",74900,"$50,000 to $74,999",3,2,1
38,"Urban","Female",69228,"$50,000 to $74,999",3,2,2
35,"Rural","Female",69714,"$50,000 to $74,999",3,3,2
30,"Urban","Female",74264,"$50,000 to $74,999",3,2,2
33,"Suburban","Male",74782,"$50,000 to $74,999",3,4,2
29,"Urban","Female",50731,"$50,000 to $74,999",4,2,3
55,"Urban","Male",72534,"$50,000 to $74,999",1,1,1
36,"Urban","Male",66066,"$50,000 to $74,999",3,1,4
24,"Suburban","Male",65030,"$50,000 to $74,999",3,4,2
52,"Urban","Female",67466,"$50,000 to $74,999",2,2,1
21,"Suburban","Male",73868,"$50,000 to $74,999",3,4,2
49,"Suburban","Male",72068,"$50,000 to $74,999",1,4,1
57,"Urban","Male",50358,"$50,000 to $74,999",4,2,3
30,"Urban","Male",71644,"$50,000 to $74,999",3,1,4
62,"Urban","Female",65446,"$50,000 to $74,999",2,2,1
34,"Rural","Male",73100,"$50,000 to $74,999",1,3,2
66,"Urban","Female",73750,"$50,000 to $74,999",2,2,1
30,"Urban","Female",68634,"$50,000 to $74,999",3,2,2
43,"Urban","Female",68546,"$50,000 to $74,999",3,2,1
31,"Urban","Female",68852,"$50,000 to $74,999",3,2,2
48,"Urban","Male",66522,"$50,000 to $74,999",1,1,4
21,"Rural","Male",69386,"$50,000 to $74,999",3,3,2
56,"Suburban","Female",66150,"$50,000 to $74,999",2,4,3
30,"Urban","Male",69476,"$50,000 to $74,999",3,1,4
49,"Urban","Female",72748,"$50,000 to $74,999",2,2,1
55,"Urban","Male",73194,"$50,000 to $74,999",1,1,1
55,"Suburban","Male",67726,"$50,000 to $74,999",1,4,3
70,"Urban","Male",71320,"$50,000 to $74,999",1,1,1
47,"Urban","Male",70552,"$50,000 to $74,999",1,1,1
20,"Urban","Female",67582,"$50,000 to $74,999",3,2,2
20,"Urban","Female",71818,"$50,000 to $74,999",3,2,2
62,"Urban","Female",72230,"$50,000 to $74,999",2,2,1
51,"Urban","Male",66858,"$50,000 to $74,999",1,1,3
39,"Urban","Male",71294,"$50,000 to $74,999",1,1,4
55,"Urban","Female",72964,"$50,000 to $74,999",2,2,1
31,"Urban","Male",74060,"$50,000 to $74,999",3,1,4
49,"Urban","Male",72590,"$50,000 to $74,999",1,1,1
52,"Urban","Female",70504,"$50,000 to $74,999",2,2,1
27,"Urban","Male",71578,"$50,000 to $74,999",3,1,4
29,"Suburban","Female",66454,"$50,000 to $74,999",3,4,2
66,"Urban","Female",68698,"$50,000 to $74,999",2,2,1
22,"Rural","Female",68026,"$50,000 to $74,999",3,3,2
69,"Urban","Male",73496,"$50,000 to $74,999",1,1,1
38,"Urban","Female",68396,"$50,000 to $74,999",3,2,2
39,"Urban","Female",71038,"$50,000 to $74,999",3,2,2
21,"Suburban","Female",66088,"$50,000 to $74,999",3,4,2
30,"Urban","Male",73508,"$50,000 to $74,999",3,1,4
62,"Urban","Male",67562,"$50,000 to $74,999",1,1,3
59,"Urban","Female",74072,"$50,000 to $74,999",2,2,1
67,"Urban","Female",69984,"$50,000 to $74,999",2,2,1
69,"Rural","Female",67470,"$50,000 to $74,999",1,3,3
30,"Urban","Female",70932,"$50,000 to $74,999",3,2,2
34,"Urban","Male",71204,"$50,000 to $74,999",1,1,4
18,"Urban","Female",71676,"$50,000 to $74,999",3,2,2
32,"Urban","Male",72802,"$50,000 to $74,999",3,1,4
25,"Urban","Female",71824,"$50,000 to $74,999",3,2,2
67,"Urban","Male",65916,"$50,000 to $74,999",1,1,3
62,"Urban","Female",65550,"$50,000 to $74,999",2,2,1
63,"Urban","Female",72366,"$50,000 to $74,999",2,2,1
25,"Suburban","Male",70068,"$50,000 to $74,999",3,4,2
25,"Suburban","Male",66986,"$50,000 to $74,999",3,4,2
43,"Urban","Male",69190,"$50,000 to $74,999",3,1,4
64,"Urban","Female",67386,"$50,000 to $74,999",2,2,1
30,"Urban","Male",72336,"$50,000 to $74,999",3,1,4
66,"Urban","Female",70508,"$50,000 to $74,999",2,2,1
45,"Rural","Female",73972,"$50,000 to $74,999",2,3,2
19,"Suburban","Female",71746,"$50,000 to $74,999",3,4,2
35,"Urban","Male",71436,"$50,000 to $74,999",1,1,4
34,"Urban","Female",66012,"$50,000 to $74,999",3,2,2
30,"Rural","Male",67160,"$50,000 to $74,999",3,3,2
49,"Urban","Female",66694,"$50,000 to $74,999",3,2,1
67,"Urban","Male",71180,"$50,000 to $74,999",1,1,1
63,"Urban","Male",67068,"$50,000 to $74,999",1,1,3
47,"Urban","Female",72820,"$50,000 to $74,999",2,2,1
35,"Urban","Male",70214,"$50,000 to $74,999",1,1,4
60,"Urban","Female",69518,"$50,000 to $74,999",2,2,1
47,"Urban","Female",67778,"$50,000 to $74,999",3,2,1
38,"Rural","Female",73492,"$50,000 to $74,999",2,3,2
65,"Suburban","Male",74886,"$50,000 to $74,999",1,4,1
34,"Urban","Female",67712,"$50,000 to $74,999",3,2,2
69,"Urban","Male",71550,"$50,000 to $74,999",1,1,1
32,"Urban","Male",73060,"$50,000 to $74,999",3,1,4
69,"Urban","Female",70676,"$50,000 to $74,999",2,2,1
27,"Suburban","Female",71384,"$50,000 to $74,999",3,4,2
48,"Urban","Female",72118,"$50,000 to $74,999",2,2,1
70,"Urban","Female",71018,"$50,000 to $74,999",2,2,1
69,"Urban","Male",72618,"$50,000 to $74,999",1,1,1
47,"Urban","Male",73574,"$50,000 to $74,999",1,1,4
69,"Suburban","Female",69546,"$50,000 to $74,999",2,4,3
64,"Urban","Female",68824,"$50,000 to $74,999",2,2,1
61,"Suburban","Male",72914,"$50,000 to $74,999",1,4,1
52,"Urban","Female",68848,"$50,000 to $74,999",3,2,1
28,"Urban","Male",74442,"$50,000 to $74,999",3,1,4
51,"Urban","Male",72372,"$50,000 to $74,999",1,1,1
49,"Urban","Female",67014,"$50,000 to $74,999",3,2,1
32,"Urban","Male",73314,"$50,000 to $74,999",3,1,4
62,"Urban","Female",65770,"$50,000 to $74,999",2,2,1
25,"Urban","Male",73954,"$50,000 to $74,999",3,1,4
25,"Urban","Female",69578,"$50,000 to $74,999",3,2,2
44,"Rural","Female",68198,"$50,000 to $74,999",1,3,2
60,"Urban","Male",66220,"$50,000 to $74,999",1,1,3
57,"Urban","Male",68380,"$50,000 to $74,999",1,1,1
59,"Urban","Female",71370,"$50,000 to $74,999",2,2,1
68,"Urban","Female",70766,"$50,000 to $74,999",2,2,1
28,"Urban","Male",73844,"$50,000 to $74,999",3,1,4
48,"Urban","Male",74886,"$50,000 to $74,999",1,1,4
34,"Suburban","Female",66872,"$50,000 to $74,999",3,4,2
49,"Urban","Female",72592,"$50,000 to $74,999",2,2,1
46,"Rural","Female",71690,"$50,000 to $74,999",2,3,1
38,"Urban","Female",71764,"$50,000 to $74,999",3,2,2
57,"Rural","Male",68974,"$50,000 to $74,999",1,3,3
23,"Urban","Female",70640,"$50,000 to $74,999",3,2,2
55,"Urban","Female",69728,"$50,000 to $74,999",3,2,1
54,"Urban","Female",68994,"$50,000 to $74,999",3,2,1
62,"Urban","Female",73482,"$50,000 to $74,999",2,2,1
68,"Urban","Male",68750,"$50,000 to $74,999",1,1,1
66,"Urban","Male",73904,"$50,000 to $74,999",1,1,1
52,"Suburban","Male",67034,"$50,000 to $74,999",1,4,3
68,"Urban","Male",65022,"$50,000 to $74,999",1,1,3
38,"Suburban","Male",69258,"$50,000 to $74,999",3,4,2
19,"Suburban","Female",65530,"$50,000 to $74,999",3,4,2
36,"Urban","Male",73196,"$50,000 to $74,999",3,1,4
55,"Urban","Male",69884,"$50,000 to $74,999",1,1,1
45,"Urban","Male",66604,"$50,000 to $74,999",1,1,4
19,"Urban","Male",66826,"$50,000 to $74,999",3,1,4
68,"Suburban","Male",67442,"$50,000 to $74,999",1,4,3
69,"Urban","Female",68926,"$50,000 to $74,999",2,2,1
21,"Urban","Male",71248,"$50,000 to $74,999",3,1,4
39,"Urban","Male",67448,"$50,000 to $74,999",3,1,4
66,"Urban","Female",69158,"$50,000 to $74,999",2,2,1
30,"Urban","Male",74736,"$50,000 to $74,999",3,1,4
34,"Urban","Female",72762,"$50,000 to $74,999",3,2,2
58,"Urban","Male",67738,"$50,000 to $74,999",1,1,3
53,"Urban","Male",74334,"$50,000 to $74,999",1,1,1
63,"Urban","Male",65290,"$50,000 to $74,999",1,1,3
52,"Urban","Male",65870,"$50,000 to $74,999",1,1,3
59,"Urban","Male",65510,"$50,000 to $74,999",1,1,3
35,"Urban","Male",66810,"$50,000 to $74,999",3,1,4
50,"Urban","Female",68116,"$50,000 to $74,999",3,2,1
29,"Urban","Female",65958,"$50,000 to $74,999",3,2,2
25,"Urban","Female",69968,"$50,000 to $74,999",3,2,2
41,"Urban","Male",73856,"$50,000 to $74,999",3,1,4
33,"Rural","Female",71000,"$50,000 to $74,999",3,3,2
21,"Rural","Male",68306,"$50,000 to $74,999",3,3,2
55,"Urban","Male",66846,"$50,000 to $74,999",1,1,3
61,"Suburban","Female",69350,"$50,000 to $74,999",2,4,3
44,"Suburban","Female",67746,"$50,000 to $74,999",3,4,3
26,"Rural","Female",68488,"$50,000 to $74,999",3,3,2
64,"Urban","Male",74922,"$50,000 to $74,999",1,1,1
41,"Urban","Male",69884,"$50,000 to $74,999",1,1,4
42,"Urban","Male",72284,"$50,000 to $74,999",1,1,4
41,"Suburban","Female",68830,"$50,000 to $74,999",3,4,2
59,"Suburban","Female",67620,"$50,000 to $74,999",2,4,3
26,"Urban","Male",65180,"$50,000 to $74,999",3,1,4
43,"Urban","Female",70788,"$50,000 to $74,999",3,2,1
57,"Rural","Male",73292,"$50,000 to $74,999",1,3,1
20,"Urban","Female",69060,"$50,000 to $74,999",3,2,2
33,"Suburban","Male",73648,"$50,000 to $74,999",3,4,2
66,"Urban","Female",74774,"$50,000 to $74,999",2,2,1
32,"Urban","Male",71176,"$50,000 to $74,999",1,1,4
29,"Urban","Female",74328,"$50,000 to $74,999",3,2,2
58,"Urban","Female",68342,"$50,000 to $74,999",3,2,1
51,"Urban","Female",69316,"$50,000 to $74,999",3,2,1
40,"Urban","Male",68404,"$50,000 to $74,999",3,1,4
48,"Urban","Male",74700,"$50,000 to $74,999",1,1,4
67,"Urban","Male",74576,"$50,000 to $74,999",1,1,1
29,"Urban","Male",66382,"$50,000 to $74,999",3,1,4
40,"Urban","Female",71272,"$50,000 to $74,999",3,2,2
21,"Urban","Male",67088,"$50,000 to $74,999",3,1,4
65,"Suburban","Male",74028,"$50,000 to $74,999",1,4,1
18,"Urban","Female",71112,"$50,000 to $74,999",3,2,2
19,"Urban","Female",69780,"$50,000 to $74,999",3,2,2
47,"Urban","Male",66056,"$50,000 to $74,999",1,1,4
20,"Urban","Female",66208,"$50,000 to $74,999",3,2,2
37,"Urban","Male",64884,"$50,000 to $74,999",3,1,4
69,"Urban","Female",68294,"$50,000 to $74,999",2,2,1
38,"Urban","Male",65812,"$50,000 to $74,999",3,1,4
63,"Suburban","Male",73452,"$50,000 to $74,999",1,4,1
32,"Urban","Female",70396,"$50,000 to $74,999",3,2,2
63,"Rural","Female",71640,"$50,000 to $74,999",2,3,1
42,"Suburban","Female",71982,"$50,000 to $74,999",3,4,2
22,"Urban","Male",72650,"$50,000 to $74,999",3,1,4
23,"Suburban","Male",74742,"$50,000 to $74,999",3,4,2
60,"Urban","Male",66188,"$50,000 to $74,999",1,1,3
